WKT,name
"POLYGON ((-73.771112 40.5981974, -73.7713266 40.5976109, -73.7710262 40.5972524, -73.7703824 40.5974153, -73.7682367 40.5975783, -73.7679363 40.5973176, -73.7678075 40.5962748, -73.7674766 40.5964258, -73.7672191 40.5969146, -73.76722 40.5977086, -73.766747 40.5983809, -73.7661462 40.5985439, -73.7667041 40.5997495, -73.7671762 40.6000102, -73.7676911 40.6005641, -73.7652879 40.6016068, -73.7654166 40.6020304, -73.7635283 40.6025191, -73.7625413 40.6025843, -73.7606101 40.6023888, -73.7604814 40.6030404, -73.7609105 40.6065919, -73.7602248 40.6085587, -73.7594085 40.6104038, -73.7597527 40.6103832, -73.7595382 40.6107741, -73.7600531 40.6108067, -73.7605681 40.6101225, -73.7608685 40.610318, -73.7603536 40.6108719, -73.7616839 40.6116863, -73.7622847 40.6114257, -73.763186 40.6117189, -73.7649455 40.6119795, -73.7650742 40.6125334, -73.7650742 40.6132827, -73.7650742 40.6146509, -73.7661042 40.6140645, -73.7666192 40.6143252, -73.7679067 40.6141623, -73.7691083 40.6140971, -73.7697949 40.6139342, -73.7708678 40.6139668, -73.7719836 40.6139016, -73.7728848 40.6134781, -73.7735715 40.6136084, -73.7737431 40.6129243, -73.7739577 40.6122727, -73.773314 40.611328, -73.7727132 40.6114909, -73.772284 40.6115234, -73.7716403 40.6105461, -73.771297 40.6104157, -73.7705245 40.6102203, -73.7698808 40.6101225, -73.7688937 40.6094709, -73.7690654 40.6088193, -73.769237 40.6083306, -73.7695804 40.6082329, -73.7697949 40.6079071, -73.7698808 40.607451, -73.7700524 40.6071577, -73.7697949 40.6063758, -73.7701812 40.6056264, -73.7698808 40.605268, -73.7706103 40.6048119, -73.770267 40.6032153, -73.7706532 40.6028569, -73.7706532 40.6018143, -73.7709536 40.6009671, -73.7712111 40.6000873, -73.7709966 40.5989143, -73.7705674 40.5988817, -73.7701383 40.5989143, -73.7692799 40.5986536, -73.7683358 40.5983603, -73.7679925 40.5980345, -73.7684646 40.5979693, -73.7692799 40.5982951, -73.7698378 40.5981648, -73.771112 40.5981974))",Bayswater
"POLYGON ((-73.7884069 40.5878345, -73.7892223 40.5951669, -73.7897985 40.5947027, -73.7905709 40.5947679, -73.7910001 40.5958759, -73.7912147 40.5968209, -73.7909143 40.5974074, -73.7904422 40.5985805, -73.790056 40.5995254, -73.7892406 40.600112, -73.7878244 40.6010569, -73.7873094 40.6021647, -73.7865798 40.602849, -73.787009 40.6030445, -73.7879102 40.6030445, -73.7886827 40.6021322, -73.7899272 40.6013827, -73.7908714 40.6008288, -73.791558 40.60034, -73.7926738 40.5998839, -73.793575 40.5997535, -73.7947766 40.5993625, -73.7957208 40.5994603, -73.7980811 40.5993299, -73.8008277 40.5991344, -73.8020723 40.5990041, -73.8029735 40.5988737, -73.8027589 40.5983198, -73.8032739 40.5979614, -73.8043897 40.597831, -73.8049905 40.5971467, -73.8037889 40.5951915, -73.8031881 40.5951264, -73.8031881 40.5947027, -73.8025443 40.5945398, -73.8024585 40.5933992, -73.8024585 40.5926497, -73.8033597 40.5927149, -73.8040034 40.5932037, -73.8038747 40.5938881, -73.804218 40.5946376, -73.8050763 40.5950938, -73.8059776 40.5953871, -73.8067929 40.5953219, -73.8073508 40.5948983, -73.8078658 40.5942791, -73.8078658 40.5937903, -73.8076083 40.5932037, -73.804776 40.5920958, -73.8041322 40.5918676, -73.8043468 40.5913136, -73.8057201 40.5918024, -73.8060205 40.5918676, -73.8067071 40.5921935, -73.8063638 40.5881198, -73.8043468 40.5883154, -73.8039605 40.5864251, -73.8036601 40.5848607, -73.8019435 40.5854148, -73.8005273 40.5856755, -73.7988965 40.5860014, -73.7960212 40.5866207, -73.7934892 40.5871747, -73.7923734 40.5874029, -73.7905709 40.5875658, -73.7886827 40.5879243, -73.7884069 40.5878345))",Arverne
"POLYGON ((-73.8038426 40.5850545, -73.8043468 40.5883154, -73.8063638 40.5881198, -73.8067071 40.5921935, -73.8090568 40.5933323, -73.8096147 40.593593, -73.8094859 40.5926968, -73.8099365 40.5922732, -73.8103657 40.5921917, -73.8109021 40.5920939, -73.8109665 40.5918658, -73.8113313 40.5918658, -73.8115244 40.5926805, -73.8115459 40.5919799, -73.811739 40.5918658, -73.8115888 40.5916866, -73.8118248 40.5915725, -73.8120609 40.5913933, -73.8131767 40.5912629, -73.8137131 40.5907578, -73.8143139 40.5905623, -73.8145714 40.5905623, -73.8147431 40.590546, -73.8150864 40.5901549, -73.8155155 40.5898779, -73.8164168 40.5895031, -73.8167815 40.5893239, -73.8173609 40.5894053, -73.8175755 40.5892913, -73.8173824 40.5889002, -73.8177471 40.5887047, -73.818348 40.5884602, -73.8191315 40.5880843, -73.8215133 40.5867969, -73.8229184 40.5874825, -73.8280793 40.5860474, -73.828487 40.584923, -73.831008 40.5841582, -73.8308792 40.5839464, -73.8299566 40.5822841, -73.8290768 40.5805241, -73.8284331 40.5793833, -73.8152262 40.5829185, -73.8117819 40.5838812, -73.8109451 40.5838812, -73.8088637 40.5842723, -73.80719 40.5845982, -73.8058596 40.5848589, -73.8047867 40.5850708, -73.8038426 40.5850545))",Rockaway Beach
"POLYGON ((-73.8606168 40.5771135, -73.8561321 40.5696487, -73.8534284 40.5706755, -73.8490296 40.5722566, -73.8459183 40.5733812, -73.8439656 40.5740983, -73.8437296 40.5741798, -73.8455749 40.5770483, -73.8465191 40.5788084, -73.8482142 40.5816767, -73.8484288 40.5821004, -73.8505746 40.5820678, -73.851347 40.5818723, -73.852892 40.5813182, -73.8542438 40.5806337, -73.8560248 40.5797374, -73.8570548 40.5791018, -73.8606168 40.5771135))",Belle Harbor
"POLYGON ((-73.8607621 40.5770473, -73.862586 40.575939, -73.8635087 40.5752056, -73.8639378 40.5749937, -73.8635516 40.573918, -73.8661694 40.5730542, -73.864088 40.569338, -73.8653326 40.5689468, -73.8657617 40.5686371, -73.8647103 40.5669256, -73.863852 40.567219, -73.8633585 40.5671864, -73.8628649 40.5668767, -73.8619637 40.5673168, -73.8606334 40.5678873, -73.8561321 40.5696487, -73.8606168 40.5771135, -73.8607621 40.5770473))",Neponsit
"POLYGON ((-73.8484288 40.5821004, -73.8455749 40.5770483, -73.8437296 40.5741798, -73.8395372 40.5754317, -73.838121 40.5759207, -73.8360181 40.5766704, -73.8338724 40.5774853, -73.8314691 40.5783979, -73.830482 40.5787891, -73.8284331 40.5793833, -73.831008 40.5841582, -73.8334861 40.58345, -73.8357606 40.5828633, -73.8385501 40.5827329, -73.8390222 40.5824396, -73.8391509 40.5818203, -73.8449445 40.5815596, -73.8466611 40.5818203, -73.8476053 40.5821137, -73.8484288 40.5821004))",Rockaway Park
"POLYGON ((-73.8647103 40.5669256, -73.8653326 40.5689468, -73.864088 40.569338, -73.8661694 40.5730542, -73.8635516 40.573918, -73.8639378 40.5749937, -73.8646999 40.5748356, -73.8684764 40.5730102, -73.8723388 40.5710543, -73.8763729 40.5691635, -73.8789478 40.5686419, -73.8810935 40.5687071, -73.8822952 40.5684463, -73.8835826 40.5681855, -73.8844409 40.5678595, -73.8852992 40.5684463, -73.8866725 40.5685767, -73.8894191 40.5685767, -73.8916507 40.5685767, -73.8929382 40.5683159, -73.894569 40.5670771, -73.8955989 40.5671423, -73.8953414 40.5660991, -73.898603 40.5640126, -73.9017787 40.5628389, -73.9029804 40.5632302, -73.9052978 40.5625129, -73.9078727 40.5632954, -73.9080444 40.564143, -73.9094177 40.564143, -73.9105335 40.5651211, -73.9120784 40.5649907, -73.9143958 40.5642082, -73.9176574 40.5628389, -73.9219489 40.5618609, -73.9258972 40.5616, -73.9266696 40.560948, -73.9286437 40.5599699, -73.9294162 40.5590569, -73.9322486 40.5577528, -73.9352527 40.5572963, -73.9373126 40.5565138, -73.9396301 40.5551443, -73.9410034 40.5531879, -73.9405742 40.5510358, -73.9402309 40.548688, -73.9407459 40.5430789, -73.9397159 40.5430789, -73.9304462 40.5466662, -73.9227214 40.549601, -73.9161983 40.5518836, -73.909246 40.5544922, -73.9020362 40.5570355, -73.9012638 40.556905, -73.900148 40.5567094, -73.8982597 40.5572963, -73.897058 40.5570355, -73.8960281 40.5575571, -73.8944831 40.5576223, -73.8898483 40.5590569, -73.8856426 40.5601655, -73.8832393 40.5610784, -73.8816085 40.5616, -73.8804069 40.5619913, -73.8790336 40.5621217, -73.8759437 40.5633606, -73.8725105 40.5644691, -73.8691631 40.5655123, -73.8647103 40.5669256))",Breezy Point
"POLYGON ((-73.8028782 40.7080904, -73.7930077 40.7109206, -73.7929648 40.7118965, -73.793351 40.7128398, -73.7935227 40.7139784, -73.7932652 40.7147916, -73.7926644 40.7156373, -73.792321 40.7164505, -73.7921494 40.7177191, -73.7912053 40.7187599, -73.7908619 40.7191828, -73.7924927 40.7190852, -73.7952822 40.718272, -73.797428 40.7175564, -73.8000458 40.7166782, -73.8032215 40.7160927, -73.8053673 40.7158975, -73.8078993 40.7157999, -73.8073843 40.7142711, -73.8067835 40.7132627, -73.8066119 40.7125471, -73.8062256 40.7112459, -73.8058394 40.7106929, -73.8052386 40.709717, -73.8045948 40.709229, -73.803522 40.7087085, -73.8028782 40.7080904))",Jamaica Hills
"POLYGON ((-73.8167198 40.7041368, -73.8148315 40.704332, -73.8028782 40.7080904, -73.803522 40.7087085, -73.8045948 40.709229, -73.8052386 40.709717, -73.8056062 40.7104326, -73.8062256 40.7112459, -73.8067835 40.7132627, -73.8073843 40.7142711, -73.8078993 40.7157999, -73.8171934 40.7157674, -73.8189958 40.7161903, -73.820412 40.7166457, -73.821442 40.7169059, -73.8248323 40.7165481, -73.8260339 40.7159951, -73.8247465 40.7140434, -73.8206499 40.7098838, -73.8167198 40.7041368))",Briarwood
"POLYGON ((-73.8257517 40.7159782, -73.8230051 40.7117494, -73.8198294 40.7094723, -73.8170828 40.7036815, -73.8029207 40.7079758, -73.8042082 40.709212, -73.8060106 40.7101229, -73.8066973 40.7128554, -73.8074698 40.7143517, -73.8076414 40.7159782, -73.8180269 40.715848, -73.8212885 40.716954, -73.8257517 40.7159782))",Briarwood
"POLYGON ((-74.0145917 40.7109031, -74.0168018 40.7048034, -74.0164799 40.7047871, -74.0158148 40.7048522, -74.0148062 40.7047546, -74.0142483 40.7044943, -74.0144415 40.7033556, -74.0142698 40.7028514, -74.0137334 40.7022495, -74.0140123 40.7018916, -74.013905 40.7014198, -74.0135832 40.701062, -74.0135832 40.7005089, -74.0129394 40.7004926, -74.0116091 40.7007854, -74.011373 40.7005089, -74.011373 40.7008179, -74.0110512 40.7008993, -74.0112443 40.7012409, -74.0111155 40.7015174, -74.0095277 40.7017289, -74.008605 40.7005251, -74.008326 40.700639, -74.0084762 40.7009318, -74.0076394 40.7012897, -74.0077681 40.7015012, -74.0087123 40.701127, -74.0092487 40.7019729, -74.0076394 40.7029002, -74.0075321 40.7031442, -74.0068025 40.7035346, -74.006545 40.7033394, -74.0064807 40.7030466, -74.0063734 40.7032255, -74.0061373 40.7030466, -74.0060944 40.7027212, -74.0059657 40.7028839, -74.0055151 40.7024772, -74.0053434 40.7025098, -74.0054936 40.7027212, -74.0050859 40.7028188, -74.0055794 40.7028188, -74.0058369 40.7030303, -74.0053005 40.7031604, -74.0059871 40.7031279, -74.0061803 40.7032906, -74.0061159 40.7034695, -74.0064163 40.7034858, -74.0066309 40.7036972, -74.0061373 40.7040226, -74.0059657 40.7038762, -74.0040774 40.705145, -74.0029616 40.7040877, -74.0026612 40.7042178, -74.003777 40.7053402, -74.0032835 40.7056167, -74.0021462 40.7045757, -74.0018673 40.704657, -74.0027685 40.705454, -74.0026612 40.7055679, -74.0022535 40.7053565, -74.0020389 40.7054703, -74.0013737 40.7048685, -74.0005798 40.7054215, -74.0013737 40.7061047, -74.001009 40.7063975, -74.0015025 40.706853, -74.0012879 40.7070481, -74.0010733 40.7068855, -74.0003438 40.7072271, -73.9998288 40.7075849, -73.9995284 40.707715, -73.999228 40.7079753, -74.0048713 40.7123995, -74.0085621 40.7113585, -74.0067226 40.7136064, -74.0130925 40.7164835, -74.0145917 40.7109031))",Financial District
"POLYGON ((-74.0166521 40.7186584, -74.0175533 40.7136166, -74.0163302 40.7134539, -74.0166735 40.7121365, -74.0177893 40.7122178, -74.0183472 40.7101034, -74.018712 40.7080051, -74.0180683 40.7078587, -74.0185404 40.7070617, -74.0190553 40.7071267, -74.0194201 40.7060206, -74.0191412 40.7053374, -74.0188837 40.7046868, -74.0182185 40.7046217, -74.0174675 40.7047193, -74.0168018 40.7048034, -74.0145492 40.7111118, -74.0128965 40.7171649, -74.0130043 40.718203, -74.0146351 40.7184957, -74.01515 40.7183982, -74.0166521 40.7186584))",Battery Park City
"POLYGON ((-74.0174675 40.7047193, -74.0175489 40.704567, -74.0186647 40.7044287, -74.0185037 40.704201, -74.0179137 40.7042254, -74.0178171 40.7039488, -74.017742 40.7042172, -74.0175811 40.7041766, -74.0176883 40.7037536, -74.0176347 40.7033795, -74.0174309 40.7030216, -74.0169051 40.702436, -74.0164438 40.701948, -74.0158108 40.7013461, -74.0154782 40.7011265, -74.0151778 40.7008743, -74.0150383 40.7010045, -74.0141156 40.7005815, -74.0139762 40.7009801, -74.0136007 40.7009394, -74.0135832 40.701062, -74.013905 40.7014198, -74.0140123 40.7018916, -74.0137334 40.7022495, -74.0142698 40.7028514, -74.0144415 40.7033556, -74.0142483 40.7044943, -74.0148062 40.7047546, -74.0158148 40.7048522, -74.0164799 40.7047871, -74.0168018 40.7048034, -74.0174675 40.7047193))",The Battery
"POLYGON ((-74.0128965 40.7171649, -74.0130925 40.7164835, -74.0067226 40.7136064, -74.0020234 40.7193475, -74.0054354 40.7219083, -74.0108211 40.7257874, -74.0116794 40.7259175, -74.0125806 40.7214942, -74.0136535 40.7215918, -74.0131385 40.7212665, -74.0155847 40.7215267, -74.0156705 40.7212015, -74.012881 40.7208437, -74.0130098 40.7203558, -74.0161426 40.7206811, -74.0163142 40.7203233, -74.012881 40.7199004, -74.0132672 40.7183067, -74.0130043 40.718203, -74.0128965 40.7171649))",Tribeca
"POLYGON ((-74.006272 40.7141431, -74.0085621 40.7113585, -74.0048713 40.7123995, -74.0014682 40.7097258, -74.0003309 40.7111084, -73.9983139 40.7132065, -74.0004596 40.7143613, -74.0005455 40.7151257, -74.000803 40.7153046, -73.9999661 40.7165569, -74.0023908 40.7177117, -74.0029702 40.7171424, -74.0027342 40.7170774, -74.0032706 40.7164594, -74.0040431 40.7168822, -74.006272 40.7141431))",Civic Center
"POLYGON ((-74.0040431 40.7168822, -74.0032706 40.7164594, -74.0027342 40.7170774, -74.0029702 40.7171424, -74.0023908 40.7177117, -73.9999661 40.7165569, -74.000803 40.7153046, -74.0005455 40.7151257, -74.0004596 40.7143613, -73.9986937 40.713442, -73.997535 40.7140194, -73.9971273 40.7127995, -73.9901213 40.7133932, -73.9902608 40.7144178, -73.9897673 40.7155563, -73.9936726 40.7167517, -73.9930503 40.717882, -73.9965264 40.7190693, -73.9977174 40.716833, -73.9989404 40.7172315, -74.0020234 40.7193475, -74.0040431 40.7168822))",Chinatown
"POLYGON ((-74.0020234 40.7193475, -73.9989404 40.7172315, -73.9977174 40.716833, -73.9965264 40.7190693, -73.9947562 40.7184675, -73.994327 40.7195409, -73.9998417 40.7217689, -74.0020234 40.7193475))",Little Italy
"POLYGON ((-73.994327 40.7195409, -73.9926099 40.7241515, -73.9953351 40.7250784, -73.9964294 40.723745, -73.996644 40.723501, -73.9971161 40.7222895, -73.998146 40.7211105, -73.994327 40.7195409))",Nolita
"POLYGON ((-73.9926099 40.7241515, -73.9947562 40.7184675, -73.9930503 40.717882, -73.9936726 40.7167517, -73.9897673 40.7155563, -73.9902608 40.7144178, -73.9901213 40.7133932, -73.9925099 40.7131359, -73.9918876 40.7100293, -73.9915228 40.7095576, -73.9886475 40.7099154, -73.9884544 40.7090534, -73.9812446 40.7098178, -73.9812231 40.7101757, -73.9804721 40.710257, -73.9801932 40.7103546, -73.9790559 40.7104359, -73.9779401 40.7105986, -73.9776397 40.7107775, -73.9767599 40.7114444, -73.9760947 40.7126154, -73.9751077 40.7146973, -73.9741206 40.7169742, -73.97367 40.7186819, -73.9748931 40.7188283, -73.9771032 40.7192348, -73.9787769 40.7199504, -73.9823818 40.7210238, -73.9926099 40.7241515))",Lower East Side
"POLYGON ((-73.9986937 40.7134908, -73.9983139 40.7132553, -74.0014682 40.7097746, -73.999228 40.7080241, -73.9979018 40.7086591, -73.9967002 40.7088706, -73.9915228 40.7096064, -73.9918876 40.7100781, -73.9925099 40.7131847, -73.9971273 40.7128483, -73.997535 40.7140682, -73.9986937 40.7134908))",Two Bridges
"POLYGON ((-74.0054354 40.7219083, -74.0020234 40.7193475, -73.9998417 40.7217689, -73.998146 40.7211105, -73.9971161 40.7222895, -73.996644 40.723501, -73.9953351 40.7250784, -73.9965733 40.7254047, -73.998011 40.7259576, -73.9998993 40.7268357, -74.0025815 40.7282179, -74.0029463 40.7282341, -74.0034612 40.7270796, -74.0039548 40.7258762, -74.0044912 40.7245103, -74.0049204 40.7233069, -74.0054354 40.7219083))",SoHo
"POLYGON ((-73.9967426 40.7255614, -73.9953351 40.7250784, -73.9926099 40.7241515, -73.9912646 40.7278009, -73.9912861 40.72837, -73.9907773 40.7297405, -73.9928373 40.7300657, -73.9967426 40.7255614))",NoHo
"POLYGON ((-74.0112344 40.7291793, -74.0053979 40.7286914, -74.003027 40.7332686, -73.9997974 40.7383659, -74.0054589 40.7408122, -74.0064922 40.7394715, -74.0102547 40.7393489, -74.009611 40.7402431, -74.0093605 40.7411092, -74.0092388 40.7419752, -74.0095392 40.7418939, -74.0096036 40.7414712, -74.0120498 40.7417638, -74.0122429 40.74152, -74.0095251 40.7411454, -74.0095821 40.7407233, -74.0114919 40.7407721, -74.0125862 40.7407233, -74.0115562 40.740512, -74.0115777 40.7401055, -74.0123072 40.7402031, -74.0124145 40.7396828, -74.0117064 40.7396828, -74.0117064 40.7392764, -74.0104404 40.7391463, -74.0104833 40.7383822, -74.0110842 40.7383984, -74.0110842 40.738122, -74.0105263 40.738122, -74.0107838 40.7342686, -74.0120283 40.7343499, -74.0120283 40.7339272, -74.0108696 40.7339435, -74.0109125 40.7332118, -74.0140024 40.7333419, -74.0140239 40.7330004, -74.0109125 40.7329516, -74.0112344 40.7291793))",West Village
"POLYGON ((-74.0053979 40.7286914, -74.0025815 40.7282179, -73.9965788 40.7253477, -73.9928428 40.7300087, -73.9907828 40.7296835, -73.9905454 40.7305369, -73.9903937 40.7315205, -73.9897715 40.7333253, -73.9899183 40.734378, -73.9997974 40.7383659, -74.0030942 40.7334707, -74.0053979 40.7286914))",Greenwich Village
"POLYGON ((-74.0116794 40.7259175, -74.0108211 40.7257874, -74.0054354 40.7219083, -74.0029463 40.7282341, -74.0112344 40.7291793, -74.011288 40.7303722, -74.0140775 40.7306649, -74.014335 40.7287787, -74.0150216 40.7284535, -74.0113738 40.7281608, -74.0116794 40.7259175))",Hudson Square
"POLYGON ((-74.0092388 40.7424792, -73.9997974 40.7383659, -73.9969864 40.7372928, -73.987762 40.7498789, -74.0052715 40.7571936, -74.0060011 40.7567059, -74.006559 40.7556982, -74.007546 40.7561858, -74.0067306 40.7554056, -74.0072027 40.7548855, -74.0076748 40.7545279, -74.0083399 40.7523497, -74.0097776 40.7529187, -74.0101424 40.7528862, -74.0084258 40.7522035, -74.0085331 40.7520409, -74.0102711 40.7527074, -74.0085974 40.7518296, -74.0090266 40.7506917, -74.0106145 40.7513582, -74.0106574 40.7510006, -74.0090266 40.7503666, -74.0092841 40.7500578, -74.0096274 40.7500578, -74.0099493 40.7490499, -74.0112153 40.7490336, -74.0112796 40.7485785, -74.0089622 40.7484159, -74.0090695 40.7477657, -74.0112582 40.748042, -74.0114298 40.7477007, -74.0091768 40.747343, -74.0093485 40.7467903, -74.0115157 40.7470341, -74.011623 40.7466277, -74.0093914 40.7463351, -74.0095416 40.7458962, -74.0117517 40.7460262, -74.0119234 40.745311, -74.0116659 40.7455223, -74.0111724 40.7455223, -74.0112796 40.7449858, -74.0110007 40.7454735, -74.0105715 40.7454248, -74.0107003 40.7450021, -74.0103784 40.7453922, -74.0100351 40.745376, -74.0101209 40.7448883, -74.009842 40.745311, -74.0096489 40.745311, -74.0095845 40.7449533, -74.0087047 40.7448233, -74.0088978 40.7439779, -74.0093914 40.7440104, -74.0095416 40.743734, -74.012095 40.7439779, -74.0122238 40.7434414, -74.0095845 40.7432138, -74.0096489 40.7429862, -74.0092197 40.7429537, -74.0092388 40.7424792))",Chelsea
"POLYGON ((-73.974406 40.7352009, -73.9735262 40.7349082, -73.9732472 40.7350058, -73.9733545 40.7352496, -73.9745347 40.7357049, -73.9744274 40.736404, -73.9728825 40.7358187, -73.9724962 40.7358187, -73.972625 40.7392981, -73.9725606 40.7399972, -73.9723031 40.7399484, -73.9722173 40.7405011, -73.9722602 40.7409726, -73.9720671 40.7419481, -73.9717667 40.742761, -73.9716808 40.7430861, -73.9797489 40.74637, -73.9847056 40.7395257, -73.974406 40.7352009))",Kips Bay
"POLYGON ((-73.9784615 40.7369406, -73.9825599 40.7314449, -73.9715665 40.726565, -73.9714233 40.7274285, -73.9714877 40.7291684, -73.9721744 40.7301441, -73.9732902 40.7310384, -73.9735476 40.7318676, -73.9737837 40.7327782, -73.9737837 40.7331359, -73.9740841 40.7339001, -73.974406 40.7352009, -73.9784615 40.7369406))",Stuyvesant Town
"POLYGON ((-73.9941559 40.7409724, -73.9876757 40.7383549, -73.9867316 40.7394929, -73.9852081 40.7388589, -73.9847056 40.7395257, -73.9834056 40.7414764, -73.9913879 40.7447929, -73.9941559 40.7409724))",Flatiron District
"POLYGON ((-73.9967861 40.7375257, -73.9969864 40.7372928, -73.9926876 40.7354608, -73.9873662 40.7333796, -73.9825599 40.7314449, -73.9784615 40.7369406, -73.9847056 40.7395257, -73.9852081 40.7388589, -73.9867316 40.7394929, -73.9876757 40.7383549, -73.9941559 40.7409724, -73.9967861 40.7375257))",Gramercy
"POLYGON ((-73.9829781 40.747657, -73.9797489 40.74637, -73.9716808 40.7430861, -73.9712623 40.7437554, -73.9714339 40.7438204, -73.9712623 40.744048, -73.9706829 40.7438367, -73.9704469 40.7439179, -73.971112 40.7442106, -73.9710906 40.7445194, -73.9707902 40.7445032, -73.9700606 40.7454623, -73.9698246 40.7453973, -73.9687302 40.7468116, -73.9681509 40.7479983, -73.9793089 40.7527937, -73.9829781 40.747657))",Murray Hill
"POLYGON ((-73.9908472 40.755861, -73.9850107 40.7534879, -73.9785305 40.7623299, -73.984367 40.7648002, -73.9908472 40.755861))",Theater District/Times Square
"POLYGON ((-73.993398 40.7523119, -73.987762 40.7498789, -73.9850107 40.7534879, -73.9908472 40.755861, -73.993398 40.7523119))",Garment District
"POLYGON ((-73.9611893 40.7501666, -73.9615112 40.7500528, -73.9615112 40.7499715, -73.9616077 40.7497927, -73.9616506 40.749557, -73.9615112 40.7494351, -73.9612429 40.7494432, -73.9609962 40.7496383, -73.9609211 40.7497765, -73.9606958 40.7500691, -73.9604597 40.7502397, -73.960213 40.7503698, -73.9596658 40.7507274, -73.9591723 40.7511907, -73.9589899 40.751467, -73.9584964 40.7517515, -73.9578848 40.7521172, -73.957799 40.752296, -73.9573162 40.7526536, -73.9571553 40.7528081, -73.956254 40.7536777, -73.9551919 40.7548236, -73.9550417 40.7548399, -73.9539581 40.7557989, -73.9538186 40.7559533, -73.9534753 40.7562134, -73.9531212 40.7564978, -73.9527564 40.7569042, -73.9522844 40.7574731, -73.9521771 40.7578713, -73.9518123 40.7583345, -73.9517801 40.7584808, -73.9516514 40.7585052, -73.9515226 40.7586433, -73.9513939 40.758749, -73.9512329 40.7587977, -73.950718 40.7594397, -73.9503639 40.7598542, -73.9498167 40.760293, -73.9494198 40.7605856, -73.9483254 40.7617639, -73.9480143 40.7623084, -73.9467483 40.7638361, -73.9446454 40.7660139, -73.9439373 40.7671515, -73.9427142 40.7684191, -73.9417916 40.7690854, -73.9411264 40.7693454, -73.9409333 40.7697679, -73.9403754 40.7705804, -73.9402037 40.7711004, -73.9402252 40.7716854, -73.9403968 40.7720917, -73.9402252 40.772498, -73.940032 40.7728067, -73.9401608 40.7729855, -73.9404183 40.7729367, -73.940547 40.7726605, -73.9408689 40.7724005, -73.9413195 40.7723517, -73.9419203 40.772108, -73.9424568 40.7718479, -73.9427786 40.7714579, -73.9431219 40.7710354, -73.9435725 40.7705967, -73.9440232 40.7702879, -73.9445596 40.7698491, -73.9447956 40.7695566, -73.9451819 40.7690041, -73.9452892 40.7687441, -73.9456539 40.7687766, -73.9454823 40.7686141, -73.9456754 40.7683216, -73.94589 40.7683378, -73.9459758 40.7681265, -73.9473706 40.7664364, -73.9481216 40.7655263, -73.9481645 40.7652825, -73.9489584 40.7644212, -73.9491086 40.7642424, -73.9493661 40.7642587, -73.9500742 40.7635598, -73.9508467 40.7626497, -73.9512973 40.7620483, -73.9517479 40.7614632, -73.9519625 40.7609919, -73.9528637 40.7599842, -73.95325 40.7600655, -73.9534216 40.7599029, -73.9534216 40.7597242, -73.954237 40.7588302, -73.9548164 40.7582451, -73.9552884 40.7574649, -73.9563399 40.7562784, -73.9573484 40.7551569, -73.9581852 40.7542791, -73.9585071 40.753889, -73.958829 40.7535802, -73.9591079 40.7536289, -73.9593439 40.7532388, -73.9596873 40.7526374, -73.9599018 40.752036, -73.9600735 40.7517921, -73.9605241 40.7513695, -73.9609318 40.7509469, -73.9611035 40.7507518, -73.9611893 40.7504917, -73.9611893 40.7501666))",Roosevelt Island
"POLYGON ((-74.0052715 40.7571936, -73.993398 40.7523119, -73.9908472 40.755861, -73.984367 40.7648002, -73.9818762 40.7681389, -73.9848802 40.769244, -73.9883135 40.770739, -73.9939354 40.7729491, -73.9943645 40.7725591, -73.9960382 40.7732416, -73.9945791 40.7723316, -73.9948366 40.7719741, -73.9967678 40.7728841, -73.9970682 40.7725591, -73.9948795 40.7715841, -73.9952228 40.7713566, -73.9959524 40.7714866, -73.9954803 40.7710315, -73.9958237 40.770479, -73.9962528 40.7697965, -73.9986131 40.770869, -73.9990852 40.770349, -73.9965961 40.7694715, -73.9968965 40.7689515, -73.9974544 40.7690165, -73.9994285 40.7697965, -73.9998148 40.7693415, -73.9964245 40.7680414, -73.9971969 40.7670988, -74.0004585 40.7685939, -74.0008447 40.7682364, -73.9974544 40.7669038, -73.9980552 40.7660262, -74.0013168 40.7673913, -74.0017889 40.7669363, -73.9984415 40.7654737, -73.9987848 40.7651161, -73.9989136 40.7646286, -74.0018318 40.7658962, -74.0023897 40.7651811, -73.9995573 40.764011, -73.9994715 40.7643685, -73.9990423 40.7642385, -73.9997719 40.7635234, -74.0027759 40.7646936, -74.003248 40.764336, -74.0009306 40.7634259, -74.0014885 40.7627433, -74.0035913 40.7637509, -74.003763 40.7634584, -74.0016172 40.7625158, -74.002218 40.7617681, -74.0044067 40.7627108, -74.0047071 40.7624183, -74.0025184 40.7616056, -74.0028189 40.7610205, -74.0033338 40.7610855, -74.0036772 40.7608905, -74.0044067 40.7601104, -74.0041492 40.7596553, -74.0044496 40.7592327, -74.0065525 40.7599803, -74.0071104 40.7592652, -74.0050934 40.75842, -74.005265 40.7580299, -74.0048359 40.7578674, -74.0052715 40.7571936))",Hell's Kitchen
"POLYGON ((-73.9817049 40.757992, -73.9785613 40.7566674, -73.977231 40.7585122, -73.9784648 40.759081, -73.979366 40.7578214, -73.9812543 40.7586178, -73.9817049 40.757992))",Diamond District
