WKT,name
"POLYGON ((-74.210032 40.5107303, -74.2093024 40.5111218, -74.2081437 40.5117091, -74.2055259 40.5123617, -74.2048822 40.5122638, -74.200891 40.5130795, -74.2002902 40.5129163, -74.1996036 40.5114481, -74.1987882 40.511285, -74.1981444 40.5109587, -74.1975436 40.5104693, -74.1968999 40.5100125, -74.1959987 40.5099146, -74.195312 40.5100777, -74.1944966 40.510404, -74.1935954 40.5114155, -74.1929517 40.512068, -74.1926084 40.5127206, -74.1916213 40.5133405, -74.1909347 40.5138625, -74.1902909 40.5148413, -74.1895614 40.5153307, -74.1892181 40.5154938, -74.1888747 40.5156569, -74.1882739 40.5165052, -74.1879735 40.5169945, -74.1869435 40.5177449, -74.1866861 40.5183322, -74.1857848 40.518691, -74.1853557 40.519213, -74.1845403 40.5196045, -74.1835103 40.5199307, -74.1827378 40.5202243, -74.1820083 40.5205506, -74.1815362 40.5208115, -74.180635 40.5208115, -74.1800771 40.5208115, -74.1795621 40.5204853, -74.1792617 40.5201265, -74.1784892 40.5198981, -74.1776611 40.5192736, -74.1796352 40.52296, -74.1795065 40.5249825, -74.1809656 40.5273964, -74.1810514 40.5278205, -74.1816951 40.5279836, -74.1857848 40.5340552, -74.1862013 40.5340831, -74.1895614 40.5330114, -74.1917501 40.531935, -74.1932092 40.5350989, -74.2235074 40.5261941, -74.2238507 40.5240738, -74.2237649 40.5208115, -74.2220054 40.5213661, -74.2193017 40.521986, -74.2165551 40.5226384, -74.2163835 40.5230951, -74.214066 40.5233887, -74.2134652 40.5208442, -74.2113195 40.5138299, -74.210032 40.5107303))",Prince's Bay
"POLYGON ((-74.2270081 40.5192443, -74.2253344 40.5123277, -74.2237466 40.5085755, -74.2237037 40.5021799, -74.2232245 40.5023432, -74.2227309 40.5024248, -74.2220872 40.502539, -74.2217868 40.5024248, -74.221422 40.5024901, -74.2207354 40.5027185, -74.2200273 40.5026532, -74.2194908 40.5028164, -74.2187183 40.5030448, -74.2177957 40.5032406, -74.217388 40.5033548, -74.2157357 40.505639, -74.2149847 40.5061448, -74.2143624 40.5065689, -74.2139547 40.5066016, -74.21359 40.5064547, -74.2135685 40.5066995, -74.2130964 40.5070747, -74.2125815 40.5075478, -74.2120021 40.5081025, -74.21153 40.508592, -74.211015 40.5093424, -74.2103284 40.510256, -74.210032 40.5107303, -74.2103499 40.5115611, -74.2113195 40.5138299, -74.2120665 40.5163898, -74.214066 40.5233887, -74.2163835 40.5230951, -74.2165551 40.5226384, -74.2220054 40.5213661, -74.2237649 40.5208115, -74.2270081 40.5192443))",Pleasant Plains
"POLYGON ((-74.177189 40.5408018, -74.1739704 40.5412258, -74.1709234 40.5419433, -74.1678736 40.5426894, -74.1652586 40.5441935, -74.1659424 40.5461136, -74.1662428 40.5473202, -74.1668865 40.5478093, -74.1698048 40.5604281, -74.1698048 40.5611454, -74.1710064 40.561178, -74.1718647 40.5615366, -74.174783 40.5627755, -74.1764137 40.5631342, -74.1811344 40.5650903, -74.1822502 40.5654489, -74.1824219 40.5665247, -74.182894 40.5669485, -74.1840956 40.5669811, -74.1845247 40.5667855, -74.1847393 40.5659379, -74.1846964 40.5655141, -74.1840956 40.5652207, -74.1857264 40.5644056, -74.1877005 40.5639818, -74.1896746 40.5635906, -74.1903183 40.5628407, -74.1904256 40.5642915, -74.1913912 40.5643731, -74.1917774 40.5644056, -74.1922924 40.5646827, -74.1933653 40.5660031, -74.1952965 40.56421, -74.1984293 40.561341, -74.1994164 40.5603629, -74.1901037 40.5515919, -74.1877005 40.550255, -74.1862414 40.5521463, -74.1877863 40.552831, -74.1882584 40.5533853, -74.1861555 40.5544288, -74.1856835 40.5541027, -74.1848681 40.553581, -74.1832373 40.5550157, -74.1821644 40.551005, -74.1786883 40.549668, -74.1748259 40.5493093, -74.1749975 40.5470593, -74.1759846 40.5450374, -74.1768429 40.543896, -74.1772291 40.5429503, -74.1773579 40.542298, -74.177189 40.5408018))",Arden Heights
"POLYGON ((-74.1539289 40.5307562, -74.152485 40.532218, -74.1520988 40.532218, -74.151455 40.5327399, -74.1506826 40.5325442, -74.1497384 40.5335553, -74.1494809 40.5341424, -74.1488801 40.5345012, -74.1479789 40.5349252, -74.1471206 40.5352513, -74.1463481 40.5356101, -74.1501676 40.5377301, -74.1516696 40.5386107, -74.1589223 40.5462094, -74.1590081 40.5467964, -74.1594373 40.5473508, -74.1600381 40.5487204, -74.1603814 40.5501878, -74.1599094 40.5525356, -74.1627847 40.5607847, -74.1652693 40.5619634, -74.1659492 40.5605111, -74.1698048 40.5611454, -74.1698048 40.5604281, -74.1668865 40.5478093, -74.1662428 40.5473202, -74.1652586 40.5441935, -74.1639282 40.5429869, -74.1648723 40.5425955, -74.1656448 40.5419106, -74.1661598 40.5415845, -74.1618683 40.5369533, -74.162512 40.5364641, -74.1610252 40.5345012, -74.1575919 40.5327725, -74.1539289 40.5307562))",Eltingville
"POLYGON ((-73.918407 40.8759147, -73.918199 40.8758572, -73.9177484 40.8757761, -73.9172548 40.8758166, -73.9165467 40.8758328, -73.916139 40.8757598, -73.915624 40.8757193, -73.914755 40.8754353, -73.9140898 40.8752569, -73.9139289 40.8751433, -73.9135534 40.8750378, -73.9129526 40.8748675, -73.9125878 40.8748188, -73.9110214 40.8742185, -73.9106995 40.8740319, -73.9102274 40.8737236, -73.9094335 40.8729285, -73.9088327 40.8719388, -73.9086181 40.8713547, -73.9084035 40.8711113, -73.9083392 40.8703324, -73.9076525 40.871095, -73.9066655 40.8733991, -73.9061505 40.874908, -73.9062024 40.8762015, -73.9064814 40.8766071, -73.9069749 40.8770614, -73.9073611 40.8776454, -73.9081765 40.8783755, -73.9087988 40.8788623, -73.9097429 40.8795274, -73.9104725 40.880079, -73.9105583 40.8805495, -73.9118672 40.8797059, -73.9127255 40.8790732, -73.9141154 40.8782916, -73.915279 40.8779699, -73.9162183 40.8779509, -73.9178061 40.8772289, -73.9177203 40.8770829, -73.9177954 40.8769126, -73.9181173 40.8767341, -73.9182353 40.876653, -73.9184499 40.8766367, -73.9182246 40.8764177, -73.918407 40.8759147))",Marble Hill
"POLYGON ((-74.2164518 40.5281628, -74.1932092 40.5350989, -74.1917501 40.531935, -74.1895614 40.5330114, -74.1857848 40.5340552, -74.1808368 40.5359423, -74.1777851 40.5386002, -74.1787769 40.5390406, -74.178691 40.539856, -74.1794206 40.5407529, -74.177189 40.5408018, -74.1772701 40.5420572, -74.1772291 40.5429503, -74.1768429 40.543896, -74.1759846 40.5450374, -74.1747381 40.547112, -74.1748259 40.5493093, -74.1784288 40.5495903, -74.1821644 40.551005, -74.1832373 40.5550157, -74.1848681 40.553581, -74.1861555 40.5544288, -74.1882584 40.5533853, -74.1877863 40.552831, -74.1862414 40.5521463, -74.1868402 40.5515469, -74.1877005 40.550255, -74.1891147 40.5485468, -74.1962387 40.544014, -74.1974832 40.5431334, -74.2003586 40.5428725, -74.2027189 40.5422529, -74.2075683 40.5416659, -74.211774 40.5415354, -74.214349 40.5414702, -74.2176964 40.5411115, -74.2176964 40.5396112, -74.2179539 40.5369042, -74.2182113 40.5345885, -74.2177822 40.5315878, -74.2164518 40.5281628))",Woodrow
"POLYGON ((-74.2210839 40.5501285, -74.220011 40.5470306, -74.2209123 40.5470306, -74.2211698 40.5462153, -74.2201827 40.5435738, -74.2194102 40.5438999, -74.2191957 40.543639, -74.2188523 40.5438347, -74.2184232 40.5427911, -74.2198823 40.5425955, -74.2198823 40.543052, -74.2206548 40.543052, -74.220526 40.5426281, -74.221041 40.5425955, -74.2209123 40.5422693, -74.2221139 40.5419758, -74.222586 40.5423672, -74.222071 40.5413888, -74.2226289 40.5412909, -74.2225001 40.5405408, -74.2176964 40.5411115, -74.214349 40.5414702, -74.2070506 40.5416171, -74.2022441 40.5421063, -74.2003586 40.5428725, -74.1974832 40.5431334, -74.1889833 40.548335, -74.1877005 40.550255, -74.1901037 40.5515919, -74.1991971 40.5601386, -74.2000983 40.5607581, -74.2015574 40.5595517, -74.2042611 40.5589649, -74.2055915 40.5586388, -74.206879 40.5575302, -74.2087672 40.5573672, -74.2105697 40.556976, -74.2123292 40.5563238, -74.2133592 40.5557369, -74.2137883 40.5565195, -74.2148183 40.5564217, -74.2148183 40.5560956, -74.217994 40.5548892, -74.2177794 40.5531284, -74.2209552 40.5506502, -74.2210839 40.5501285))",Rossville
"POLYGON ((-73.9105583 40.8805495, -73.9104725 40.880079, -73.9097429 40.8795274, -73.9085064 40.8786329, -73.9078413 40.8780813, -73.9073611 40.8776454, -73.9069749 40.8770614, -73.9064814 40.8766071, -73.9062024 40.8762015, -73.9061505 40.874908, -73.9076525 40.871095, -73.9083392 40.8703324, -73.9071117 40.870277, -73.904923 40.8754853, -73.9045153 40.8762155, -73.9041934 40.8775134, -73.9035068 40.8789411, -73.9027772 40.8795901, -73.9012537 40.8812287, -73.8976489 40.8853169, -73.8966618 40.885982, -73.8997517 40.8865984, -73.8987245 40.8889205, -73.8986815 40.889472, -73.8996257 40.889618, -73.9005671 40.8890642, -73.9011921 40.8889367, -73.90175 40.8891152, -73.902737 40.8891152, -73.9034424 40.8879286, -73.904282 40.8869739, -73.9070929 40.8847028, -73.9079915 40.8834188, -73.9087639 40.882121, -73.9094935 40.8812125, -73.9105583 40.8805495))",Kingsbridge
"POLYGON ((-74.2409107 40.521143, -74.2410844 40.5214627, -74.2395481 40.521094, -74.2383807 40.5212995, -74.2357286 40.5209962, -74.2334454 40.5205818, -74.2313855 40.5209407, -74.2300122 40.5202556, -74.2270081 40.5192443, -74.2237649 40.5208115, -74.2238507 40.5240738, -74.2235074 40.5261941, -74.2200479 40.5273303, -74.2164518 40.5281628, -74.2177822 40.5315878, -74.2182113 40.5345885, -74.2177042 40.5389037, -74.2176964 40.5411115, -74.2225001 40.5405408, -74.2226289 40.5412909, -74.222071 40.5413888, -74.222586 40.5423672, -74.2221139 40.5419758, -74.2209123 40.5422693, -74.221041 40.5425955, -74.220526 40.5426281, -74.2206548 40.543052, -74.2198823 40.543052, -74.2198823 40.5425955, -74.2184232 40.5427911, -74.2188523 40.5438347, -74.2191957 40.543639, -74.2194102 40.5438999, -74.2201827 40.5435738, -74.2211698 40.5462153, -74.2209123 40.5470306, -74.220011 40.5470306, -74.2210839 40.5501285, -74.2209552 40.5506502, -74.2177794 40.5531284, -74.217994 40.5548892, -74.2183479 40.5543937, -74.2186483 40.5548502, -74.2194637 40.5546219, -74.2199358 40.5546219, -74.2208799 40.5550784, -74.2216095 40.5550784, -74.2231115 40.555274, -74.2231115 40.5557957, -74.2235407 40.5557957, -74.2235407 40.5561218, -74.2230686 40.5562522, -74.2243131 40.5563826, -74.223884 40.5562522, -74.2237982 40.5559262, -74.224914 40.5560892, -74.225386 40.5559262, -74.2254289 40.5562848, -74.2262014 40.55635, -74.2267593 40.5559588, -74.2277464 40.5559588, -74.2285618 40.5559914, -74.2290767 40.5556979, -74.2301925 40.5553066, -74.2316946 40.5544263, -74.2317482 40.5539861, -74.2326494 40.5530242, -74.2335078 40.5525188, -74.2341515 40.5525514, -74.2347308 40.5528774, -74.2348167 40.5531872, -74.2360183 40.5526655, -74.2359754 40.5524209, -74.2362543 40.5524209, -74.2364904 40.5517688, -74.2360398 40.5516057, -74.2360398 40.5512634, -74.2363616 40.5506438, -74.2376491 40.5502362, -74.2382714 40.5492579, -74.2387863 40.5490786, -74.2399451 40.5480025, -74.2408892 40.547334, -74.2414042 40.5473503, -74.2424771 40.5467959, -74.2435929 40.5475948, -74.2461463 40.5456708, -74.2476913 40.543225, -74.2467257 40.5423281, -74.2465111 40.5423281, -74.246318 40.5421162, -74.2461892 40.5415617, -74.2457386 40.5408932, -74.2457601 40.5405833, -74.2452451 40.5392788, -74.2450091 40.5389364, -74.2447516 40.5388222, -74.2446443 40.5391157, -74.2443868 40.5385776, -74.244773 40.5384471, -74.2453524 40.5379742, -74.2456313 40.5372893, -74.2455884 40.5367675, -74.2453738 40.5364739, -74.2448374 40.5363924, -74.2443439 40.5363924, -74.2437431 40.5363435, -74.243507 40.5359032, -74.2430135 40.5356096, -74.2426702 40.5353976, -74.2424771 40.534941, -74.2419835 40.534517, -74.2418333 40.5336527, -74.2400953 40.5335548, -74.2400953 40.5332776, -74.2420264 40.5334733, -74.2423054 40.5332776, -74.2423054 40.5328698, -74.2421123 40.5328535, -74.2421123 40.53256, -74.2417475 40.5325437, -74.2417475 40.5323643, -74.2416402 40.5321523, -74.2415973 40.531663, -74.2414042 40.5312553, -74.2422196 40.5293145, -74.2426916 40.5283033, -74.2430779 40.5268028, -74.2432925 40.5258894, -74.2439147 40.5248619, -74.2435285 40.5248619, -74.2433354 40.5247151, -74.2430993 40.5244052, -74.2429706 40.5240953, -74.2428418 40.5237528, -74.2426916 40.5232471, -74.2425629 40.5229698, -74.2428204 40.5227578, -74.2425414 40.5223663, -74.2426487 40.5218933, -74.2431637 40.521094, -74.2425414 40.521094, -74.2422196 40.5209472, -74.2417904 40.5211104, -74.2413398 40.5209962, -74.2409107 40.521143))",Charleston
"POLYGON ((-74.1408076 40.5573011, -74.1400351 40.5586705, -74.1412797 40.5593552, -74.14261 40.5600073, -74.1472878 40.5635284, -74.1502919 40.5658431, -74.1523089 40.5673427, -74.1535106 40.5698855, -74.1549696 40.5690053, -74.1575446 40.5685163, -74.1606774 40.5675383, -74.1636385 40.5662995, -74.1652693 40.5619634, -74.1627847 40.5607847, -74.1599094 40.5525356, -74.1603814 40.5501878, -74.1601624 40.5484645, -74.1594373 40.5473508, -74.1590081 40.5467964, -74.1589223 40.5462094, -74.1516696 40.5386107, -74.1463481 40.5356101, -74.1453137 40.5358434, -74.1441979 40.5361043, -74.1441979 40.5368545, -74.1436829 40.5372133, -74.1417517 40.537148, -74.1423525 40.5375068, -74.1421809 40.5381265, -74.1418376 40.5385831, -74.1423096 40.5389418, -74.1423096 40.5393006, -74.1420521 40.5403442, -74.1420521 40.5409965, -74.1424813 40.5411922, -74.1421809 40.5423662, -74.1414084 40.5423336, -74.1412368 40.5430837, -74.1408505 40.5428554, -74.140078 40.5434098, -74.1407647 40.5441599, -74.140078 40.5439968, -74.1387047 40.5448121, -74.1388335 40.5451708, -74.1381898 40.5455622, -74.138061 40.5459209, -74.1375031 40.545497, -74.137031 40.5459209, -74.1364731 40.546084, -74.1386189 40.5485949, -74.1373744 40.5497036, -74.1422238 40.5530297, -74.1443267 40.5540731, -74.1445841 40.5545622, -74.1414942 40.5567794, -74.1409793 40.5570402, -74.140882 40.557262, -74.1408076 40.5573011), (-74.1413655 40.5570076, -74.1414942 40.5567794, -74.1412133 40.5570877, -74.1413655 40.5570076), (-74.1412133 40.5570877, -74.140882 40.557262, -74.1407218 40.5576271, -74.1412133 40.5570877))",Great Kills
"POLYGON ((-74.1364731 40.546084, -74.1355704 40.5465387, -74.1341113 40.5467996, -74.1329955 40.546767, -74.1313218 40.5464735, -74.1301631 40.5459517, -74.129176 40.5451364, -74.1279315 40.5436363, -74.1274594 40.543245, -74.1273736 40.54181, -74.1280602 40.5405707, -74.1314935 40.5375376, -74.1327809 40.5363309, -74.1339826 40.5354502, -74.13527 40.5351567, -74.1384028 40.5351567, -74.1401624 40.5355155, -74.1405915 40.5349936, -74.1405915 40.5342761, -74.1397761 40.5326778, -74.1392182 40.5314058, -74.1385316 40.5300358, -74.1373729 40.5299053, -74.1369866 40.529416, -74.1358708 40.5299706, -74.1344117 40.53121, -74.1332101 40.5321886, -74.132223 40.5329388, -74.1313218 40.5339173, -74.1304635 40.5350589, -74.1286611 40.5373745, -74.1274594 40.5389074, -74.1264295 40.5407338, -74.1249703 40.5425927, -74.1232537 40.543832, -74.1225242 40.5448756, -74.1217088 40.5453647, -74.1211509 40.5455278, -74.1203784 40.5452995, -74.1197347 40.5454952, -74.1192197 40.5459191, -74.1188334 40.5467018, -74.1183614 40.547354, -74.1173743 40.5475496, -74.116516 40.5479736, -74.1159152 40.5477779, -74.116516 40.5486584, -74.1194772 40.5515605, -74.1186189 40.5522779, -74.1239404 40.5551473, -74.1236829 40.5554408, -74.1269444 40.5574297, -74.1273736 40.5572993, -74.1285323 40.5580818, -74.1288756 40.5586361, -74.1293906 40.5602337, -74.1296481 40.5616682, -74.1326951 40.5636244, -74.1360854 40.5650589, -74.1402482 40.561603, -74.1429519 40.563494, -74.1456984 40.5622551, -74.1426085 40.5597772, -74.1400351 40.5586705, -74.1407218 40.5576271, -74.1445841 40.5545622, -74.1443267 40.5540731, -74.1425656 40.5531257, -74.1373744 40.5497036, -74.1386189 40.5485949, -74.1364731 40.546084))",Bay Terrace
"POLYGON ((-74.1360854 40.5650589, -74.1326951 40.5636244, -74.1296481 40.5616682, -74.1281352 40.5628539, -74.1273627 40.563506, -74.1266331 40.5643862, -74.1198954 40.5712648, -74.1213545 40.5720798, -74.1213545 40.5725361, -74.1215691 40.5734489, -74.1219124 40.5744268, -74.1214833 40.5748831, -74.1225991 40.5756003, -74.123629 40.5758284, -74.1256032 40.575861, -74.1314396 40.5740356, -74.1333279 40.5733837, -74.1447434 40.5717864, -74.1468462 40.5720146, -74.148005 40.5708736, -74.1491637 40.5713626, -74.1497645 40.5713626, -74.1516099 40.5703195, -74.1523394 40.5699935, -74.1535106 40.5698855, -74.1523089 40.5673427, -74.1456984 40.5622551, -74.1429519 40.563494, -74.1402482 40.561603, -74.1360854 40.5650589))",Richmond
"POLYGON ((-74.1198954 40.5712648, -74.1231015 40.5679103, -74.1163209 40.5638352, -74.1094974 40.5705508, -74.1087464 40.5699804, -74.107137 40.5711702, -74.1070083 40.5714636, -74.1067937 40.5716918, -74.1060212 40.5721808, -74.1044334 40.5738758, -74.1148618 40.5790912, -74.1159347 40.5782763, -74.1166642 40.5783089, -74.1175225 40.5777548, -74.1182521 40.5780481, -74.1185096 40.5791563, -74.1191104 40.5809816, -74.1202691 40.5807209, -74.1214707 40.5801994, -74.1237453 40.5779829, -74.1237453 40.5773636, -74.1241315 40.5758968, -74.123629 40.5758284, -74.1225991 40.5756003, -74.1214833 40.5748831, -74.1219124 40.5744268, -74.1215691 40.5734489, -74.1213545 40.5725361, -74.1213545 40.5720798, -74.1198954 40.5712648))",New Dorp
"POLYGON ((-74.1296481 40.5616682, -74.1293906 40.5602337, -74.1288756 40.5586361, -74.1285323 40.5580818, -74.1273736 40.5572993, -74.1269444 40.5574297, -74.1236829 40.5554408, -74.1239404 40.5551473, -74.1186189 40.5522779, -74.1194772 40.5515605, -74.116516 40.5486584, -74.1159152 40.5477779, -74.1155158 40.5477403, -74.1147433 40.5480664, -74.1139708 40.5480664, -74.1133271 40.548099, -74.1127263 40.5478382, -74.1114817 40.5497295, -74.110838 40.5506099, -74.1104089 40.5514904, -74.1098939 40.5521099, -74.1092072 40.5528599, -74.1079627 40.5538707, -74.107276 40.5541968, -74.106289 40.5540663, -74.106289 40.5536425, -74.1049586 40.5531533, -74.1048728 40.5536098, -74.1045295 40.554262, -74.1039286 40.5551424, -74.1034566 40.5557293, -74.1026841 40.5561205, -74.1013108 40.5556967, -74.1019545 40.5560879, -74.1016541 40.5567074, -74.1011821 40.5575226, -74.10071 40.5582073, -74.1003238 40.558729, -74.0998088 40.5591528, -74.1101943 40.5642063, -74.1122542 40.5614677, -74.1231015 40.5679103, -74.126545 40.5647279, -74.1273627 40.563506, -74.1296481 40.5616682))",Oakwood
"POLYGON ((-74.1163423 40.5640623, -74.1163209 40.5638352, -74.1122542 40.5614677, -74.1101943 40.5642063, -74.0998088 40.5591528, -74.0993157 40.5591067, -74.0986934 40.559449, -74.0984359 40.5593349, -74.098114 40.5598729, -74.0977278 40.5605249, -74.0971163 40.5614867, -74.0967729 40.5623344, -74.0960863 40.5628886, -74.0956142 40.5631495, -74.0950992 40.5632799, -74.0941551 40.5627256, -74.0941551 40.5631495, -74.0934255 40.5638993, -74.0928247 40.5645514, -74.0923956 40.5651708, -74.0919235 40.5659858, -74.0910223 40.5668986, -74.1044334 40.5738758, -74.1060212 40.5721808, -74.1067937 40.5716918, -74.107137 40.5711702, -74.1087464 40.5699804, -74.1094974 40.5705508, -74.1163423 40.5640623))",New Dorp Beach
"POLYGON ((-74.1148618 40.5790912, -74.1044334 40.5738758, -74.0910223 40.5668986, -74.0902558 40.5672835, -74.089655 40.5673813, -74.0892259 40.5670227, -74.0873805 40.5691417, -74.0869084 40.5690113, -74.0854064 40.5709346, -74.083561 40.5724667, -74.0824023 40.5733143, -74.0808574 40.5748463, -74.0795699 40.5755635, -74.0789691 40.575759, -74.0778962 40.5768999, -74.0762654 40.5781385, -74.0757505 40.5782037, -74.0757505 40.5785948, -74.1009418 40.5910123, -74.1008988 40.5901976, -74.1016284 40.5891873, -74.1026584 40.5880467, -74.1039887 40.5870038, -74.1054908 40.5857327, -74.107422 40.5841357, -74.1083661 40.5833861, -74.1092673 40.5825387, -74.1106835 40.5821476, -74.1120139 40.5814305, -74.1131726 40.5807461, -74.1141168 40.5799638, -74.1148618 40.5790912))",Midland Beach
"POLYGON ((-74.1009418 40.5910123, -74.0885393 40.5848292, -74.0833037 40.5906629, -74.0816729 40.5921294, -74.0838334 40.5955225, -74.0858075 40.5959787, -74.088797 40.596116, -74.0896553 40.5960508, -74.0933031 40.597061, -74.0940325 40.5966264, -74.0946333 40.5963983, -74.0967362 40.5957792, -74.0975086 40.5950623, -74.0989678 40.5944431, -74.0998261 40.5937262, -74.1005556 40.593107, -74.1009848 40.5923249, -74.1009418 40.5910123))",Dongan Hills
"POLYGON ((-74.0885393 40.5848292, -74.0757505 40.5785948, -74.0720663 40.5817068, -74.0715942 40.5821631, -74.071208 40.5831083, -74.0691992 40.5848984, -74.0804431 40.5901129, -74.0816729 40.5921294, -74.0833037 40.5906629, -74.0885393 40.5848292))",South Beach
"POLYGON ((-74.1400717 40.5985725, -74.145522 40.5916316, -74.1456078 40.5911427, -74.1456078 40.5909146, -74.1457356 40.5901392, -74.1440629 40.5911753, -74.1417884 40.5935868, -74.1411017 40.5938801, -74.1395568 40.5958679, -74.1391705 40.5966826, -74.1386985 40.5973343, -74.1378831 40.5976602, -74.1368102 40.5974646, -74.1361665 40.5972691, -74.1337632 40.5963241, -74.132862 40.597204, -74.131832 40.597986, -74.1306304 40.5987681, -74.1249655 40.5981164, -74.1216181 40.6001366, -74.120674 40.600658, -74.1205453 40.6009838, -74.1201161 40.6009512, -74.1195153 40.6006905, -74.1194295 40.5983445, -74.1177129 40.598377, -74.1176699 40.5989636, -74.1166829 40.5989962, -74.1164683 40.6023849, -74.1153096 40.6038837, -74.1152238 40.6046983, -74.1144084 40.6047308, -74.1131638 40.6064251, -74.1134213 40.6070767, -74.1129063 40.6070441, -74.1123484 40.6084125, -74.1130773 40.6110418, -74.1159097 40.6112372, -74.116768 40.6111069, -74.1249655 40.6089338, -74.1286146 40.6083343, -74.1406738 40.6076827, -74.1404584 40.6029831, -74.1400717 40.5985725))",Manor Heights
"POLYGON ((-74.1153096 40.6038837, -74.1150783 40.6023006, -74.1143058 40.6015512, -74.1126321 40.5995962, -74.1119026 40.5986512, -74.1113017 40.5980321, -74.1113447 40.5969894, -74.110658 40.595914, -74.1100572 40.5947409, -74.110658 40.5932419, -74.1108726 40.5910585, -74.1113017 40.5891031, -74.1110443 40.5885165, -74.1104864 40.5879299, -74.1104005 40.5863981, -74.1140483 40.5808248, -74.1137479 40.5799448, -74.1131726 40.5807461, -74.1106835 40.5821476, -74.1092673 40.5825387, -74.1083661 40.5833861, -74.1026584 40.5880467, -74.1008988 40.5901976, -74.1009418 40.5910123, -74.1009848 40.5923249, -74.1005556 40.593107, -74.0989678 40.5944431, -74.0975086 40.5950623, -74.0967362 40.5957792, -74.0940325 40.5966264, -74.0933031 40.597061, -74.0925736 40.5975823, -74.0917582 40.5988532, -74.0917153 40.5992768, -74.0896124 40.600906, -74.0881104 40.6011341, -74.0871662 40.6010689, -74.08575 40.6014925, -74.08575 40.6025352, -74.0859817 40.6033759, -74.088797 40.604425, -74.0890545 40.6039688, -74.0896124 40.6039362, -74.0896553 40.6049137, -74.089591 40.6053861, -74.0923161 40.6070641, -74.0910715 40.6087583, -74.0902866 40.6091319, -74.0924619 40.6099898, -74.0953889 40.6107027, -74.0977493 40.6106376, -74.1099874 40.610325, -74.1130773 40.6110418, -74.1123484 40.6084125, -74.1129063 40.6070441, -74.1134213 40.6070767, -74.1131638 40.6064251, -74.1144084 40.6047308, -74.1152929 40.6049072, -74.1153096 40.6038837))",Todt Hill
"POLYGON ((-74.1630319 40.595847, -74.1623453 40.59601, -74.1615714 40.5960376, -74.1604127 40.5958421, -74.1601123 40.5962005, -74.1596831 40.5961353, -74.1595544 40.596559, -74.1553058 40.595614, -74.1553058 40.5951903, -74.1544045 40.5946038, -74.1547049 40.5942779, -74.1531171 40.593398, -74.1523875 40.5932351, -74.1515721 40.5927463, -74.1512288 40.5931373, -74.1457356 40.5901392, -74.145522 40.5916316, -74.1400717 40.5985725, -74.1404584 40.6029831, -74.1425282 40.6036274, -74.1468528 40.6053942, -74.1469914 40.6060058, -74.1493848 40.6063065, -74.1500715 40.60673, -74.1525606 40.6070558, -74.153333 40.6086849, -74.160457 40.6073165, -74.160457 40.6064042, -74.1608861 40.6051987, -74.161444 40.6046774, -74.1618732 40.6038628, -74.1635898 40.6040909, -74.1643194 40.6017775, -74.1642335 40.5999202, -74.1647056 40.599855, -74.164534 40.5983561, -74.1637186 40.5983236, -74.1630319 40.595847))",CUNY College of Staten Island
"POLYGON ((-73.9140857 40.862485, -73.9133562 40.8621604, -73.9130772 40.861917, -73.9109315 40.8616736, -73.9095796 40.8624687, -73.9090003 40.8626959, -73.9082922 40.8628257, -73.9064253 40.8627933, -73.9038719 40.8627284, -73.901254 40.8628257, -73.8999022 40.86242, -73.8994945 40.8621766, -73.8976921 40.8624038, -73.8970269 40.8624363, -73.8960184 40.8622902, -73.8949026 40.8620955, -73.8937224 40.8619332, -73.8922633 40.8618196, -73.8913406 40.8617385, -73.8892592 40.8606025, -73.8857831 40.8587524, -73.8843239 40.8581682, -73.8832081 40.8580059, -73.8814915 40.8573892, -73.8805903 40.8569997, -73.8808049 40.8582655, -73.8806761 40.8592068, -73.8804616 40.8601156, -73.8805474 40.860927, -73.8814057 40.8617709, -73.8828648 40.8634586, -73.8835086 40.86427, -73.8836373 40.8647568, -73.8837339 40.8650165, -73.8835837 40.8654627, -73.8832189 40.8658035, -73.8826824 40.8660875, -73.8844098 40.8682213, -73.8838197 40.8671828, -73.8869203 40.8653573, -73.8882078 40.8642781, -73.8884653 40.8644729, -73.8888837 40.864765, -73.8891197 40.8648786, -73.8894309 40.864911, -73.8898171 40.8651382, -73.8900531 40.8652842, -73.8892646 40.8658076, -73.8894577 40.866055, -73.8896562 40.8661889, -73.8898386 40.8663228, -73.8903965 40.8665621, -73.8960774 40.86913, -73.8974507 40.8673938, -73.8985879 40.8676858, -73.9007337 40.8682051, -73.902107 40.8685945, -73.903888 40.8696655, -73.904403 40.8704443, -73.9044244 40.8717424, -73.9045317 40.8725375, -73.9058406 40.873154, -73.9071117 40.870277, -73.9083392 40.8703324, -73.9084035 40.8711113, -73.9086181 40.8713547, -73.9090378 40.870996, -73.9093382 40.8693085, -73.9094884 40.8690813, -73.9095099 40.8686594, -73.9099176 40.8680266, -73.909939 40.8676534, -73.9104111 40.866907, -73.9104326 40.8665175, -73.9110119 40.8658846, -73.911205 40.8656088, -73.9115698 40.8654141, -73.9127715 40.8639374, -73.9122994 40.8636777, -73.9127715 40.8630773, -73.9133508 40.8634018, -73.9142735 40.8625255, -73.9140857 40.862485))",Fordham Manor
